combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,task_clock,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
1,for_0_a_6400,256,xdpdrv,0.0.0.255,60,1,24,1,0,66,964.971,1.044.475,211.644,8.270,277.993,19.906,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1024,xdpdrv,0.0.0.255,60,0,83,1,0,65,1.223.422,1.038.611,211.654,8.168,277.397,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,1,26,1,0,63,1.003.639,1.018.642,207.461,7.996,271.720,15.643,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,512,xdpgeneric,0.0.0.255,60,1,22,1,0,65,955.029,1.035.701,211.016,8.053,276.716,20.563,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,1,25,1,0,64,986.165,1.021.582,208.380,8.098,272.585,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,128,xdpdrv,0.0.0.255,60,1,18,1,0,63,923.824,1.007.366,204.970,7.920,268.717,21.546,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,0,70,1,0,65,1.734.091,1.015.983,206.730,7.828,271.164,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,0,69,1,0,63,1.695.529,1.011.786,206.418,8.230,270.385,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,1,26,1,0,64,981.714,1.042.460,212.048,7.714,278.302,19.338,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1024,xdpdrv,0.0.0.255,60,1,20,1,0,63,931.208,1.008.244,205.431,7.883,268.992,19.760,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,19,1,0,64,926.867,1.015.834,206.970,7.603,270.925,21.472,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,25,1,0,65,989.366,1.027.834,209.175,7.571,274.615,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,1024,xdpdrv,0.0.0.255,60,1,19,1,0,64,926.829,1.016.209,206.874,8.069,271.119,20.255,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,18,1,0,64,920.755,1.026.021,208.635,7.824,274.442,12.076,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,1,20,1,0,62,936.143,1.003.727,204.658,8.143,267.808,19.411,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,512,xdpgeneric,0.0.0.255,60,1,26,1,0,64,990.604,1.002.083,204.136,7.471,267.429,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,0,60,1,0,62,1.483.794,1.006.088,205.231,7.717,268.347,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,512,xdpdrv,0.0.0.255,60,0,88,1,0,63,1.130.047,1.031.179,210.265,7.678,275.247,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,1,25,1,0,64,975.192,1.015.352,206.706,8.159,270.969,19.233,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,64,xdpdrv,0.0.0.255,60,1,19,1,0,64,928.972,1.020.313,207.377,8.093,271.959,24.893,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,512,xdpdrv,0.0.0.255,60,0,58,1,0,65,1.423.598,1.038.976,211.555,7.727,277.927,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,512,xdpdrv,0.0.0.255,60,1,23,1,0,64,955.663,1.042.163,212.017,8.038,278.375,21.119,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,28,1,0,63,1.020.416,996.387,202.974,8.144,265.910,15.136,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,512,xdpdrv,0.0.0.255,60,1,23,1,0,65,960.164,1.029.705,209.397,8.091,275.072,15.447,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,256,xdpdrv,0.0.0.255,60,1,06,1,0,64,912.991,1.016.465,207.230,7.843,271.352,46.796,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,1,24,1,0,63,969.342,1.014.396,206.675,7.691,270.454,17.760,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,64,xdpgeneric,0.0.0.255,60,1,26,1,0,62,993.610,1.004.467,204.338,7.817,267.786,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,1,19,1,0,62,930.000,1.007.239,204.786,7.734,268.470,12.802,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,512,xdpgeneric,0.0.0.255,60,0,80,1,0,64,1.501.782,1.027.379,208.856,7.916,274.288,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,1024,xdpdrv,0.0.0.255,60,1,60,1,0,64,3.874.257,8.785.637,1.684.511,8.851,2.858.370,14.302,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,512,xdpgeneric,0.0.0.255,60,1,75,1,0,65,4.006.607,4.820.062,901.899,9.762,1.493.608,98.883,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,0,70,1,0,64,1.720.820,1.023.676,207.861,7.864,273.587,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,1,26,1,0,63,990.360,1.017.921,207.356,7.836,271.570,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,256,xdpdrv,0.0.0.255,60,1,22,1,0,65,954.078,1.043.350,212.152,8.078,278.533,20.801,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,256,xdpgeneric,0.0.0.255,60,0,80,1,0,64,1.985.593,1.004.244,204.430,7.859,267.994,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,12,1,0,63,880.778,1.009.098,205.852,7.601,269.223,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,512,xdpdrv,0.0.0.255,60,1,18,1,0,64,920.754,1.028.255,209.404,7.967,274.743,21.825,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,64,xdpdrv,0.0.0.255,60,1,16,1,0,64,908.684,1.006.392,204.526,7.572,268.561,24.195,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,1024,xdpdrv,0.0.0.255,60,0,99,1,0,64,1.370.797,1.758.415,345.816,8.557,513.905,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,13,1,0,63,906.613,1.012.160,205.068,7.890,269.490,26.621,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,256,xdpgeneric,0.0.0.255,60,1,29,1,0,63,1.019.438,1.015.349,206.593,7.829,270.650,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,64,xdpdrv,0.0.0.255,60,1,20,1,0,64,936.139,1.033.461,210.605,7.806,275.912,28.441,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,1024,xdpdrv,0.0.0.255,60,1,18,1,0,65,920.674,1.029.178,209.689,7.692,274.667,20.131,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,1500,xdpdrv,0.0.0.255,60,1,21,1,0,64,941.790,1.009.808,205.492,7.949,269.395,20.541,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,1,18,1,0,62,920.928,996.210,202.614,7.558,265.781,11.056,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,64,xdpdrv,0.0.0.255,60,1,16,1,0,63,909.374,1.006.837,204.942,7.421,268.469,24.146,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,1500,xdpgeneric,0.0.0.255,60,0,71,1,0,65,1.754.546,1.036.566,211.235,8.063,276.744,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,1500,xdpdrv,0.0.0.255,60,1,18,1,0,64,926.261,1.017.220,206.977,7.973,271.126,21.449,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,128,xdpdrv,0.0.0.255,60,1,16,1,0,63,901.549,1.004.977,204.739,7.342,268.102,19.711,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,256,xdpgeneric,0.0.0.255,60,0,89,1,0,64,2.191.461,1.033.456,210.459,7.946,275.858,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,23,1,0,63,960.978,1.041.105,211.652,7.930,277.814,21.847,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,25,1,0,63,981.950,1.012.284,206.293,7.609,269.894,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,128,xdpdrv,0.0.0.255,60,1,19,1,0,65,937.982,1.016.196,207.068,7.718,271.353,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,64,xdpdrv,0.0.0.255,60,1,18,1,0,65,925.244,1.036.511,210.817,7.902,276.923,29.007,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1024,xdpgeneric,0.0.0.255,60,1,28,1,0,64,997.180,1.042.285,212.450,7.866,278.414,18.136,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,17,1,0,64,914.040,1.015.004,206.716,7.340,270.731,15.223,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,64,xdpdrv,0.0.0.255,60,1,16,1,0,63,907.966,1.032.974,210.370,7.655,275.756,16.286,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,128,xdpdrv,0.0.0.255,60,0,59,1,0,64,1.455.398,1.023.260,208.218,7.837,273.378,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,23,1,0,63,961.200,1.010.354,205.804,7.705,269.496,18.504,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,256,xdpgeneric,0.0.0.255,60,0,79,1,0,65,1.951.476,1.012.189,206.136,7.968,270.214,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,18,1,0,64,921.966,1.012.711,206.379,7.778,270.030,21.215,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,17,1,0,63,916.020,1.020.889,207.916,7.867,272.396,27.966,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,0,67,1,0,64,1.660.903,1.017.927,207.395,8.108,272.127,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,20,1,0,65,939.054,1.026.100,209.094,7.877,273.801,21.676,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,64,xdpdrv,0.0.0.255,60,1,15,1,0,63,900.707,997.163,202.763,8.171,266.069,22.334,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,512,xdpgeneric,0.0.0.255,60,0,80,1,0,63,1.678.870,999.325,203.416,8.029,266.435,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,128,xdpdrv,0.0.0.255,60,0,72,1,0,63,1.401.616,997.097,202.819,8.119,265.847,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,26,1,0,63,993.848,1.022.665,208.324,7.682,273.307,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,1,20,1,0,63,940.051,1.017.607,207.318,7.866,271.708,24.368,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,17,1,0,65,911.554,1.019.169,207.247,7.697,272.008,19.933,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,23,1,0,65,970.149,1.040.824,211.819,7.843,277.877,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,18,1,0,63,1.717.582,1.498.766,288.414,8.775,418.564,52.027,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,256,xdpdrv,0.0.0.255,60,0,61,1,0,65,1.508.076,1.034.596,210.103,8.101,276.604,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,23,1,0,63,955.489,1.002.384,204.265,7.649,267.508,18.930,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,256,xdpdrv,0.0.0.255,60,1,18,1,0,64,918.987,1.036.035,211.211,7.875,276.806,19.690,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,0,90,1,0,64,1.332.757,1.009.613,205.972,7.894,269.559,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,17,1,0,64,919.254,1.021.422,208.204,7.824,272.420,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,64,xdpdrv,0.0.0.255,60,1,22,1,0,64,949.180,1.020.012,206.369,7.907,271.124,22.527,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,128,xdpdrv,0.0.0.255,60,1,17,1,0,64,917.981,1.008.196,205.255,7.942,269.210,27.139,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,256,xdpgeneric,0.0.0.255,60,1,20,1,0,64,939.133,1.012.574,206.670,7.302,270.298,20.143,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,23,1,0,63,959.604,1.004.936,204.619,7.901,268.109,17.457,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,0,69,1,0,63,1.711.807,1.018.175,206.598,7.786,271.840,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,18,1,0,64,921.109,1.013.674,206.096,7.774,270.554,20.413,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,256,xdpdrv,0.0.0.255,60,1,21,1,0,63,943.225,1.022.769,207.448,8.032,272.679,20.918,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,512,xdpdrv,0.0.0.255,60,1,20,1,0,64,939.644,1.022.732,207.866,8.154,272.828,24.285,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,23,1,0,64,962.031,1.021.161,208.063,7.705,273.008,20.259,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,0,62,1,0,65,1.528.575,1.028.473,209.721,8.067,275.000,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,26,1,0,64,994.276,1.026.175,208.543,7.663,273.902,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,512,xdpdrv,0.0.0.255,60,0,72,1,0,62,1.396.054,1.013.976,206.010,8.036,270.218,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,64,xdpdrv,0.0.0.255,60,0,95,1,0,62,898.599,996.862,203.200,7.867,266.210,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,14,1,0,65,1.463.977,1.380.344,270.227,8.540,381.909,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,256,xdpgeneric,0.0.0.255,60,0,85,1,0,63,1.028.537,1.007.645,205.740,7.288,268.790,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,1,21,1,0,63,945.691,1.003.824,203.705,8.140,267.802,20.237,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,256,xdpgeneric,0.0.0.255,60,1,26,1,0,63,995.283,1.003.190,204.257,8.042,267.532,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,22,1,0,64,963.588,1.028.055,209.418,7.302,274.767,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,19,1,0,64,932.764,1.033.610,210.090,7.951,275.815,22.908,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,25,1,0,63,985.637,1.004.815,204.696,7.808,268.159,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_800,512,xdpdrv,0.0.0.255,60,1,18,1,0,63,924.198,1.001.945,204.069,7.775,267.274,22.640,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,20,1,0,65,951.081,1.011.744,206.316,8.236,270.124,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,128,xdpdrv,0.0.0.255,60,0,61,1,0,63,1.494.871,1.012.277,205.322,7.834,269.896,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,18,1,0,64,917.769,1.030.749,209.580,7.931,275.339,20.755,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,26,1,0,62,990.835,1.002.481,204.310,7.736,266.993,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,128,xdpgeneric,0.0.0.255,60,1,23,1,0,64,966.646,1.017.617,207.718,7.403,271.557,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,13,1,0,62,887.894,1.001.929,203.569,7.731,267.184,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,128,xdpdrv,0.0.0.255,60,1,19,1,0,64,925.500,1.009.184,205.459,7.822,269.191,19.133,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,0,64,1,0,62,1.584.696,1.017.034,205.683,7.912,270.741,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,23,1,0,63,972.671,999.651,203.500,7.357,266.444,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,1024,xdpgeneric,0.0.0.255,60,1,23,1,0,63,962.291,1.006.334,204.870,7.294,268.131,19.161,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,23,1,0,63,958.224,1.010.801,205.465,7.664,269.718,18.031,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,512,xdpdrv,0.0.0.255,60,1,16,1,0,63,910.677,1.022.503,207.939,7.519,273.092,11.474,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,25,1,0,64,983.810,1.024.666,208.613,8.189,273.669,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,128,xdpgeneric,0.0.0.255,60,0,82,1,0,65,2.022.220,1.041.936,211.126,8.085,278.240,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,256,xdpdrv,0.0.0.255,60,1,18,1,0,64,921.481,1.020.723,207.349,7.695,272.454,19.118,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,64,xdpdrv,0.0.0.255,60,0,59,1,0,62,1.463.456,1.003.177,204.581,7.648,267.295,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,21,1,0,63,945.739,1.016.499,206.055,7.879,271.184,22.366,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,256,xdpgeneric,0.0.0.255,60,0,70,1,0,63,1.722.053,1.011.785,205.668,8.125,270.383,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,128,xdpdrv,0.0.0.255,60,0,62,1,0,64,1.519.365,1.045.157,210.802,8.035,278.342,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,1500,xdpdrv,0.0.0.255,60,1,21,1,0,64,943.509,1.034.588,211.072,7.866,276.377,20.882,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
