combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,task_clock,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
2,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,13,1,0,63,979.230,999.929,203.496,7.690,266.571,17.739,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_12800,1024,xdpdrv,0.0.0.255,60,1,20,1,0,64,935.941,1.030.527,209.695,7.685,275.457,18.409,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,64,xdpdrv,0.0.0.255,60,1,18,1,0,62,931.866,994.226,202.861,8.025,265.157,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_3200,512,xdpgeneric,0.0.0.255,60,1,19,1,0,65,937.779,1.036.654,211.016,7.624,276.804,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,06,1,0,62,1.356.407,1.476.629,288.071,8.369,418.426,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,1,27,1,0,63,1.008.414,1.004.979,204.574,8.199,268.020,15.178,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,1500,xdpdrv,0.0.0.255,60,1,22,1,0,64,960.293,1.038.625,211.425,7.599,277.875,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,128,xdpdrv,0.0.0.255,60,0,63,1,0,64,1.548.780,1.019.097,207.669,8.050,272.183,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,27,1,0,64,1.006.728,1.022.916,208.571,7.984,273.067,15.134,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,256,xdpgeneric,0.0.0.255,60,1,20,1,0,63,946.092,1.000.908,203.882,7.748,266.965,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,0,79,1,0,63,1.645.485,1.003.518,204.540,7.771,267.655,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,22,1,0,65,960.965,1.029.432,209.795,7.954,275.073,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,28,1,0,64,1.012.138,1.009.762,205.168,7.969,269.211,15.485,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,0,70,1,0,64,1.714.849,1.020.013,207.830,7.696,272.056,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,21,1,0,63,955.683,1.004.346,204.349,8.092,267.623,15.848,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,256,xdpdrv,0.0.0.255,60,0,65,1,0,64,1.532.551,1.003.331,204.387,7.907,267.537,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,0,83,1,0,63,1.412.374,1.010.563,206.191,8.059,269.692,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,1024,xdpdrv,0.0.0.255,60,1,12,1,0,62,967.559,996.190,202.563,8.073,265.574,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,30,1,0,64,1.030.480,1.009.209,205.315,7.974,269.412,14.588,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,21,1,0,63,955.125,999.324,203.254,7.722,266.537,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,24,1,0,63,963.409,1.017.956,207.487,8.106,271.377,17.460,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,512,xdpdrv,0.0.0.255,60,1,22,1,0,64,960.054,1.038.877,210.561,7.792,277.372,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,512,xdpgeneric,0.0.0.255,60,0,76,1,0,65,1.875.015,1.013.908,206.376,7.469,270.549,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,1024,xdpdrv,0.0.0.255,60,1,21,1,0,65,945.129,1.021.387,208.306,7.866,272.474,20.426,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,256,xdpdrv,0.0.0.255,60,1,20,1,0,64,944.316,1.019.629,207.842,7.783,272.117,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,06,1,0,64,999.182,1.027.189,209.053,7.922,274.236,17.194,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,0,82,1,0,63,1.351.005,1.003.609,204.098,7.795,267.711,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_3200,64,xdpdrv,0.0.0.255,60,0,63,1,0,64,1.564.971,1.030.546,209.618,8.152,275.389,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,64,xdpgeneric,0.0.0.255,60,1,27,1,0,63,1.008.237,1.003.669,204.253,8.048,267.826,14.648,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,23,1,0,63,973.573,1.009.349,205.518,8.011,269.249,15.918,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_200,512,xdpgeneric,0.0.0.255,60,1,27,1,0,64,992.037,1.025.466,208.692,7.979,273.813,19.037,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,128,xdpdrv,0.0.0.255,60,0,61,1,0,65,1.515.041,1.026.121,208.818,7.947,273.510,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_800,1024,xdpdrv,0.0.0.255,60,1,18,1,0,65,937.962,1.037.994,211.360,7.588,277.057,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,256,xdpgeneric,0.0.0.255,60,0,73,1,0,64,1.805.187,1.011.968,206.244,7.774,269.999,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,256,xdpgeneric,0.0.0.255,60,1,21,1,0,65,962.661,1.020.773,208.210,7.808,272.438,17.875,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,30,1,0,64,1.030.132,1.034.380,210.596,7.901,276.112,15.933,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_0,512,xdpdrv,0.0.0.255,60,1,11,1,0,64,1.204.865,1.345.635,264.900,8.288,371.620,25.762,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,256,xdpdrv,0.0.0.255,60,0,61,1,0,65,1.512.902,1.024.505,208.193,7.921,273.830,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_400,1500,xdpgeneric,0.0.0.255,60,1,52,1,0,62,3.292.872,4.816.041,911.824,9.531,1.511.324,73.414,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,128,xdpdrv,0.0.0.255,60,0,61,1,0,64,1.493.921,1.003.899,204.382,7.851,267.670,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_6400,128,xdpdrv,0.0.0.255,60,1,18,1,0,64,920.244,1.015.847,206.934,7.721,270.985,18.241,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1500,xdpdrv,0.0.0.255,60,0,86,1,0,64,1.190.986,1.016.980,206.835,7.975,271.403,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,64,xdpgeneric,0.0.0.255,60,1,25,1,0,65,989.463,1.029.118,209.374,7.746,275.023,15.810,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,12,1,0,63,995.555,1.018.773,206.771,8.057,271.688,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,256,xdpdrv,0.0.0.255,60,1,20,1,0,65,943.069,1.026.282,209.004,7.965,273.780,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,512,xdpdrv,0.0.0.255,60,1,19,1,0,62,927.083,1.001.252,204.147,7.999,267.041,17.495,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,18,1,0,62,1.032.297,1.010.330,205.449,7.842,269.298,17.890,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,512,xdpdrv,0.0.0.255,60,1,21,1,0,63,941.394,1.014.196,206.809,7.865,270.617,18.856,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,23,1,0,65,972.706,1.049.620,212.983,7.886,280.334,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,1500,xdpdrv,0.0.0.255,60,1,13,1,0,63,978.863,1.014.990,205.809,8.069,270.633,21.198,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,28,1,0,63,1.015.714,1.017.873,206.549,8.029,272.190,15.379,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,20,1,0,63,934.573,1.017.386,205.968,7.862,270.356,18.396,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,24,1,0,63,982.680,1.003.236,204.324,7.751,267.464,14.915,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_800,64,xdpgeneric,0.0.0.255,60,0,73,1,0,63,1.792.855,1.004.373,204.603,8.112,267.692,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_0,128,xdpdrv,0.0.0.255,60,1,21,1,0,64,941.543,1.013.124,205.699,7.749,270.389,17.557,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_0,64,xdpgeneric,0.0.0.255,60,1,27,1,0,64,1.009.063,1.014.755,206.803,8.144,271.075,15.857,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_6400,128,xdpgeneric,0.0.0.255,60,0,70,1,0,63,1.721.946,1.031.873,209.422,8.115,275.857,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,512,xdpdrv,0.0.0.255,60,0,68,1,0,65,1.057.288,1.051.595,213.405,8.260,280.809,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_3200,64,xdpdrv,0.0.0.255,60,1,19,1,0,63,940.197,1.011.604,205.753,8.142,269.845,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,1500,xdpgeneric,0.0.0.255,60,1,10,1,0,63,956.625,1.009.426,205.827,7.733,269.090,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_200,1500,xdpdrv,0.0.0.255,60,0,89,1,0,63,1.224.386,1.021.775,208.105,8.008,272.939,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,1024,xdpdrv,0.0.0.255,60,0,91,1,0,63,1.076.318,1.001.518,203.878,7.656,267.179,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_100,64,xdpdrv,0.0.0.255,60,1,16,1,0,65,1.008.617,1.038.464,211.898,7.547,277.503,19.523,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,26,1,0,62,1.003.696,1.010.575,205.831,7.902,269.414,16.385,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,25,1,0,64,983.902,1.032.254,209.871,8.105,275.736,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,19,1,0,63,942.364,1.007.812,205.381,7.741,268.646,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_6400,64,xdpdrv,0.0.0.255,60,1,19,1,0,65,938.147,1.025.504,208.623,7.929,273.596,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_12800,512,xdpdrv,0.0.0.255,60,0,61,1,0,65,1.513.489,1.009.868,205.708,8.061,270.058,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,02,1,0,65,1.108.666,1.036.913,211.216,7.786,276.909,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,22,1,0,64,965.675,1.029.969,209.877,7.737,274.885,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,21,1,0,63,963.072,1.003.764,204.067,8.039,267.461,15.239,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,256,xdpgeneric,0.0.0.255,60,1,29,1,0,62,1.025.408,1.001.706,204.480,8.009,266.937,14.711,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,1500,xdpdrv,0.0.0.255,60,1,18,1,0,62,930.651,1.002.282,203.622,7.762,267.279,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_200,128,xdpgeneric,0.0.0.255,60,1,11,1,0,63,975.603,1.002.630,203.950,7.860,267.510,17.035,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_12800,512,xdpdrv,0.0.0.255,60,1,17,1,0,63,924.847,1.000.750,204.210,7.896,266.689,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
2,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,21,1,0,65,953.248,1.013.308,206.451,7.809,270.378,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,11,1,0,63,970.371,1.002.838,204.311,7.842,267.620,18.092,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,1,20,1,0,63,943.710,1.001.995,203.899,7.734,267.194,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
1,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,27,1,0,65,1.011.824,1.020.708,207.523,7.942,272.357,16.444,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_400,1024,xdpgeneric,0.0.0.255,60,1,43,1,0,63,2.766.635,3.238.228,619.860,8.975,996.143,54.346,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
4,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,28,1,0,64,1.018.129,1.017.967,207.080,8.182,271.501,15.805,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
8,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,1,21,1,0,64,2.841.389,5.252.270,1.012.937,8.374,1.681.412,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>,<notcounted>
