combined,algoritmo,packet_size,hook_ebpf,var_ip,timeout,context_switches,cpu_migrations,page_faults,cycles,instructions,branches,branch_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,L1_icache_load_misses,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses
1,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,0,65,968.321,1.023.056,208.518,7.864,272.926,18.493,0,0,0,0,0,0,0
1,for_0_a_100,256,xdpdrv,0.0.0.255,60,1,0,64,943.260,1.015.087,205.918,7.356,270.668,19.859,0,0,0,0,0,0,0
2,for_0_a_800,1500,xdpdrv,0.0.0.255,60,1,0,63,984.914,1.021.478,207.957,7.803,272.820,16.928,0,0,0,0,0,0,0
1,for_0_a_100,512,xdpgeneric,0.0.0.255,60,1,0,63,952.670,1.002.325,204.090,7.729,267.435,0,0,0,0,0,0,0,0
2,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,0,63,971.085,1.009.293,205.191,7.882,269.244,17.195,0,0,0,0,0,0,0
2,for_0_a_800,64,xdpdrv,0.0.0.255,60,1,0,65,946.422,1.019.535,207.711,7.531,271.852,0,0,0,0,0,0,0,0
2,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,0,63,1.011.990,1.003.304,204.232,8.078,267.409,15.310,0,0,0,0,0,0,0
8,for_0_a_1,64,xdpdrv,0.0.0.255,60,1,0,64,1.234.477,1.012.852,205.870,7.848,270.236,0,0,0,0,0,0,0,0
4,for_0_a_12800,1024,xdpgeneric,0.0.0.255,60,1,0,63,948.013,1.011.545,206.160,7.561,269.588,0,0,0,0,0,0,0,0
2,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,1,0,64,965.380,1.010.325,206.105,7.596,269.603,0,0,0,0,0,0,0,0
1,for_0_a_100,512,xdpdrv,0.0.0.255,60,1,0,63,968.760,999.383,203.316,7.759,266.656,0,0,0,0,0,0,0,0
8,for_0_a_3200,1024,xdpgeneric,0.0.0.255,60,1,0,62,1.697.757,998.629,203.068,8.062,266.657,0,0,0,0,0,0,0,0
2,for_0_a_400,64,xdpgeneric,0.0.0.255,60,1,0,65,1.013.920,1.026.008,208.428,7.825,273.742,15.720,0,0,0,0,0,0,0
8,for_0_a_100,256,xdpdrv,0.0.0.255,60,1,0,64,1.736.880,2.566.127,498.062,8.884,782.938,0,0,0,0,0,0,0,0
4,for_0_a_1,128,xdpgeneric,0.0.0.255,60,1,0,63,1.047.429,1.000.576,203.677,7.955,266.956,14.524,0,0,0,0,0,0,0
8,for_0_a_6400,64,xdpdrv,0.0.0.255,60,1,0,65,1.598.815,1.026.692,209.275,8.029,274.310,0,0,0,0,0,0,0,0
1,for_0_a_0,1024,xdpdrv,0.0.0.255,60,1,0,62,925.560,1.001.129,204.219,7.757,267.087,18.541,0,0,0,0,0,0,0
1,for_0_a_1600,512,xdpgeneric,0.0.0.255,60,1,0,64,981.322,1.033.472,209.732,8.069,274.728,0,0,0,0,0,0,0,0
2,for_0_a_1,256,xdpgeneric,0.0.0.255,60,1,0,63,974.559,1.007.074,204.895,7.758,268.682,18.043,0,0,0,0,0,0,0
1,for_0_a_200,128,xdpdrv,0.0.0.255,60,1,0,62,930.190,1.004.372,204.621,7.715,267.899,20.078,0,0,0,0,0,0,0
8,for_0_a_0,64,xdpdrv,0.0.0.255,60,1,0,64,1.278.243,1.038.100,210.161,7.856,276.401,0,0,0,0,0,0,0,0
2,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,1,0,63,1.010.493,1.024.162,208.248,7.965,273.528,15.439,0,0,0,0,0,0,0
4,for_0_a_200,512,xdpgeneric,0.0.0.255,60,1,0,64,1.055.303,1.015.195,206.518,7.702,270.675,18.584,0,0,0,0,0,0,0
2,for_0_a_200,256,xdpdrv,0.0.0.255,60,1,0,65,977.773,1.044.397,212.139,7.608,278.802,24.059,0,0,0,0,0,0,0
2,for_0_a_12800,128,xdpgeneric,0.0.0.255,60,1,0,63,976.032,1.014.288,205.751,7.801,270.534,18.308,0,0,0,0,0,0,0
8,for_0_a_1600,128,xdpdrv,0.0.0.255,60,1,0,64,1.571.880,1.017.216,207.333,8.203,271.641,0,0,0,0,0,0,0,0
8,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,1,0,65,1.581.352,1.629.169,317.128,8.075,465.756,46.613,0,0,0,0,0,0,0
2,for_0_a_1600,1024,xdpdrv,0.0.0.255,60,1,0,64,956.677,1.002.166,204.323,7.899,267.285,20.232,0,0,0,0,0,0,0
2,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,1,0,64,968.942,1.040.486,211.865,8.083,278.252,18.532,0,0,0,0,0,0,0
8,for_0_a_3200,512,xdpdrv,0.0.0.255,60,1,0,63,1.590.953,1.017.483,207.097,7.767,271.790,0,0,0,0,0,0,0,0
1,for_0_a_1,128,xdpgeneric,0.0.0.255,60,1,0,65,934.705,1.027.352,209.214,7.320,274.155,0,0,0,0,0,0,0,0
2,for_0_a_3200,256,xdpdrv,0.0.0.255,60,1,0,64,953.376,1.009.852,206.171,7.944,269.441,20.332,0,0,0,0,0,0,0
2,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,0,63,948.332,1.004.219,204.301,7.902,267.864,18.564,0,0,0,0,0,0,0
8,for_0_a_1,1500,xdpgeneric,0.0.0.255,60,1,0,63,1.519.441,1.426.326,276.939,8.343,396.572,51.120,0,0,0,0,0,0,0
4,for_0_a_0,1500,xdpdrv,0.0.0.255,60,1,0,63,972.015,1.025.120,208.616,8.211,273.588,19.238,0,0,0,0,0,0,0
8,for_0_a_400,64,xdpdrv,0.0.0.255,60,1,0,63,1.560.548,1.017.613,207.571,8.014,271.578,0,0,0,0,0,0,0,0
4,for_0_a_0,64,xdpdrv,0.0.0.255,60,1,0,65,1.013.362,1.027.749,209.391,8.093,274.696,17.985,0,0,0,0,0,0,0
4,for_0_a_400,128,xdpdrv,0.0.0.255,60,1,0,65,956.560,1.029.840,209.689,7.656,275.230,0,0,0,0,0,0,0,0
4,for_0_a_3200,128,xdpgeneric,0.0.0.255,60,1,0,63,1.079.527,1.013.991,206.602,8.009,270.600,0,0,0,0,0,0,0,0
2,for_0_a_3200,1024,xdpgeneric,0.0.0.255,60,1,0,65,973.835,1.031.902,209.972,7.893,275.580,0,0,0,0,0,0,0,0
4,for_0_a_800,256,xdpgeneric,0.0.0.255,60,1,0,65,997.831,1.034.001,209.938,7.900,276.011,0,0,0,0,0,0,0,0
2,for_0_a_1600,64,xdpgeneric,0.0.0.255,60,1,0,62,996.080,1.014.855,206.118,8.102,270.532,0,0,0,0,0,0,0,0
2,for_0_a_6400,1024,xdpgeneric,0.0.0.255,60,1,0,63,1.007.800,1.027.980,209.034,8.128,274.478,16.222,0,0,0,0,0,0,0
2,for_0_a_1,64,xdpdrv,0.0.0.255,60,1,0,63,953.912,1.004.356,204.366,7.834,267.829,18.476,0,0,0,0,0,0,0
4,for_0_a_200,256,xdpdrv,0.0.0.255,60,1,0,65,1.591.863,1.021.693,207.844,7.908,272.633,0,0,0,0,0,0,0,0
8,for_0_a_200,1024,xdpdrv,0.0.0.255,60,1,0,62,1.266.791,1.553.524,307.678,8.109,450.220,0,0,0,0,0,0,0,0
8,for_0_a_6400,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.702.326,1.044.964,212.210,7.883,279.542,0,0,0,0,0,0,0,0
1,for_0_a_1,64,xdpgeneric,0.0.0.255,60,1,0,63,981.921,1.010.124,205.982,8.009,269.338,0,0,0,0,0,0,0,0
2,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,1,0,65,989.539,1.036.410,210.618,7.931,277.249,0,0,0,0,0,0,0,0
8,for_0_a_1600,1500,xdpgeneric,0.0.0.255,60,1,0,63,4.156.433,7.712.295,1.472.763,8.769,2.489.255,46.789,0,0,0,0,0,0,0
2,for_0_a_800,128,xdpdrv,0.0.0.255,60,1,0,64,958.559,1.031.574,210.283,7.958,275.594,21.308,0,0,0,0,0,0,0
4,for_0_a_200,256,xdpgeneric,0.0.0.255,60,1,0,64,1.047.735,1.014.944,206.654,7.819,270.702,16.119,0,0,0,0,0,0,0
8,for_0_a_800,1500,xdpgeneric,0.0.0.255,60,1,0,63,2.347.051,3.495.211,672.205,8.682,1.088.215,0,0,0,0,0,0,0,0
8,for_0_a_800,256,xdpdrv,0.0.0.255,60,1,0,62,1.566.513,1.005.444,203.896,7.958,267.945,0,0,0,0,0,0,0,0
4,for_0_a_100,512,xdpgeneric,0.0.0.255,60,1,0,64,1.241.169,1.012.711,206.232,7.670,270.209,0,0,0,0,0,0,0,0
8,for_0_a_12800,512,xdpgeneric,0.0.0.255,60,1,0,63,1.638.240,993.724,202.323,7.204,265.030,0,0,0,0,0,0,0,0
8,for_0_a_200,1500,xdpdrv,0.0.0.255,60,1,0,64,1.285.715,1.644.650,325.484,8.130,478.101,0,0,0,0,0,0,0,0
1,for_0_a_1,256,xdpgeneric,0.0.0.255,60,1,0,63,972.942,1.004.354,204.172,7.917,267.936,0,0,0,0,0,0,0,0
2,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,0,64,1.266.852,1.026.016,208.612,7.607,273.962,0,0,0,0,0,0,0,0
1,for_0_a_12800,128,xdpdrv,0.0.0.255,60,1,0,64,944.565,1.016.162,207.056,7.895,271.030,0,0,0,0,0,0,0,0
2,for_0_a_3200,128,xdpdrv,0.0.0.255,60,1,0,62,949.144,998.472,203.483,7.662,266.278,18.584,0,0,0,0,0,0,0
8,for_0_a_800,64,xdpdrv,0.0.0.255,60,1,0,65,1.545.337,1.024.366,208.737,7.597,273.241,0,0,0,0,0,0,0,0
2,for_0_a_0,256,xdpgeneric,0.0.0.255,60,1,0,65,991.034,1.032.607,210.271,7.921,275.612,0,0,0,0,0,0,0,0
1,for_0_a_400,128,xdpdrv,0.0.0.255,60,1,0,63,952.242,1.010.954,205.956,7.860,269.974,20.899,0,0,0,0,0,0,0
1,for_0_a_12800,1500,xdpdrv,0.0.0.255,60,1,0,64,940.904,1.038.303,211.257,7.507,277.386,36.139,0,0,0,0,0,0,0
4,for_0_a_12800,128,xdpdrv,0.0.0.255,60,1,0,63,964.070,1.015.429,206.709,8.005,270.751,9.946,0,0,0,0,0,0,0
1,for_0_a_3200,128,xdpdrv,0.0.0.255,60,1,0,65,958.924,1.019.943,207.506,8.208,272.193,0,0,0,0,0,0,0,0
4,for_0_a_800,64,xdpgeneric,0.0.0.255,60,1,0,63,990.401,1.005.433,204.865,7.784,268.292,18.572,0,0,0,0,0,0,0
1,for_0_a_200,64,xdpdrv,0.0.0.255,60,1,0,63,955.962,1.027.373,209.730,8.076,274.374,0,0,0,0,0,0,0,0
1,for_0_a_1600,1024,xdpdrv,0.0.0.255,60,1,0,63,929.212,1.009.810,205.864,7.297,269.193,20.585,0,0,0,0,0,0,0
4,for_0_a_200,512,xdpdrv,0.0.0.255,60,1,0,63,1.500.845,1.019.715,207.779,7.534,272.074,0,0,0,0,0,0,0,0
8,for_0_a_1600,64,xdpdrv,0.0.0.255,60,1,0,64,1.515.083,1.033.154,209.888,7.603,276.301,0,0,0,0,0,0,0,0
2,for_0_a_3200,128,xdpgeneric,0.0.0.255,60,1,0,64,982.165,1.023.173,207.649,8.037,273.197,16.729,0,0,0,0,0,0,0
4,for_0_a_100,1500,xdpgeneric,0.0.0.255,60,1,0,65,2.192.269,2.249.970,428.364,9.314,662.488,60.998,0,0,0,0,0,0,0
4,for_0_a_200,64,xdpdrv,0.0.0.255,60,1,0,64,967.807,1.020.880,207.601,7.778,272.352,20.054,0,0,0,0,0,0,0
2,for_0_a_400,128,xdpdrv,0.0.0.255,60,1,0,64,946.789,1.003.822,204.498,7.740,267.662,19.344,0,0,0,0,0,0,0
8,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,0,64,1.830.612,1.050.401,213.179,8.140,280.891,0,0,0,0,0,0,0,0
4,for_0_a_100,512,xdpdrv,0.0.0.255,60,1,0,64,960.032,1.025.809,208.520,8.059,273.533,21.305,0,0,0,0,0,0,0
1,for_0_a_6400,512,xdpdrv,0.0.0.255,60,1,0,64,956.385,1.026.859,208.147,7.726,272.952,0,0,0,0,0,0,0,0
8,for_0_a_0,512,xdpdrv,0.0.0.255,60,1,0,63,1.099.940,1.143.166,229.150,8.018,311.243,27.136,0,0,0,0,0,0,0
1,for_0_a_400,64,xdpgeneric,0.0.0.255,60,1,0,64,982.694,1.010.639,206.405,8.176,269.635,0,0,0,0,0,0,0,0
1,for_0_a_3200,256,xdpdrv,0.0.0.255,60,1,0,64,953.247,1.011.086,205.477,7.831,269.792,19.176,0,0,0,0,0,0,0
2,for_0_a_800,512,xdpgeneric,0.0.0.255,60,1,0,63,1.185.484,1.007.156,205.456,8.169,268.490,0,0,0,0,0,0,0,0
2,for_0_a_0,1500,xdpdrv,0.0.0.255,60,1,0,64,957.297,1.016.157,206.968,8.096,270.884,0,0,0,0,0,0,0,0
1,for_0_a_800,128,xdpdrv,0.0.0.255,60,1,0,63,930.078,1.008.948,205.007,7.072,269.079,21.484,0,0,0,0,0,0,0
8,for_0_a_1,512,xdpdrv,0.0.0.255,60,1,0,63,1.083.202,1.012.720,206.462,8.086,270.204,28.060,0,0,0,0,0,0,0
2,for_0_a_100,1024,xdpdrv,0.0.0.255,60,1,0,65,959.594,1.030.275,209.603,7.982,275.150,0,0,0,0,0,0,0,0
4,for_0_a_200,1024,xdpgeneric,0.0.0.255,60,1,0,64,971.789,1.015.477,206.804,7.833,270.872,17.298,0,0,0,0,0,0,0
2,for_0_a_400,512,xdpgeneric,0.0.0.255,60,1,0,63,994.204,1.012.456,206.151,7.469,270.107,15.408,0,0,0,0,0,0,0
1,for_0_a_0,512,xdpdrv,0.0.0.255,60,1,0,63,937.853,1.011.256,205.765,7.948,269.887,19.018,0,0,0,0,0,0,0
2,for_0_a_200,64,xdpgeneric,0.0.0.255,60,1,0,65,1.030.732,1.043.714,212.186,7.808,278.675,15.818,0,0,0,0,0,0,0
8,for_0_a_400,64,xdpgeneric,0.0.0.255,60,1,0,63,1.858.182,1.011.463,206.255,8.147,269.892,0,0,0,0,0,0,0,0
4,for_0_a_800,64,xdpdrv,0.0.0.255,60,1,0,64,1.072.694,1.026.438,208.880,7.649,274.095,0,0,0,0,0,0,0,0
2,for_0_a_800,64,xdpgeneric,0.0.0.255,60,1,0,64,1.020.841,1.009.320,205.338,8.214,269.394,15.115,0,0,0,0,0,0,0
8,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,1,0,62,1.733.842,1.011.217,206.153,7.938,269.979,0,0,0,0,0,0,0,0
1,for_0_a_100,256,xdpgeneric,0.0.0.255,60,1,0,62,994.058,1.001.606,204.491,7.974,266.940,16.144,0,0,0,0,0,0,0
2,for_0_a_12800,1024,xdpdrv,0.0.0.255,60,1,0,63,906.533,1.003.150,204.224,7.041,267.574,19.912,0,0,0,0,0,0,0
2,for_0_a_0,1024,xdpgeneric,0.0.0.255,60,1,0,62,991.494,1.000.474,203.550,8.073,266.978,0,0,0,0,0,0,0,0
8,for_0_a_0,256,xdpdrv,0.0.0.255,60,1,0,63,1.183.807,1.287.333,255.832,8.008,354.569,0,0,0,0,0,0,0,0
4,for_0_a_6400,256,xdpdrv,0.0.0.255,60,1,0,62,989.930,1.000.173,203.414,7.745,266.940,0,0,0,0,0,0,0,0
8,for_0_a_800,512,xdpgeneric,0.0.0.255,60,1,0,64,1.783.587,1.010.081,205.353,7.694,269.565,0,0,0,0,0,0,0,0
8,for_0_a_3200,128,xdpgeneric,0.0.0.255,60,1,0,65,1.761.424,1.039.268,210.796,8.194,277.998,0,0,0,0,0,0,0,0
4,for_0_a_1,1500,xdpdrv,0.0.0.255,60,1,0,62,942.602,993.686,202.181,7.604,264.930,0,0,0,0,0,0,0,0
8,for_0_a_0,1500,xdpdrv,0.0.0.255,60,1,0,65,1.064.351,1.025.029,209.234,8.133,273.721,18.887,0,0,0,0,0,0,0
1,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,0,64,969.426,1.021.142,208.156,8.200,272.327,0,0,0,0,0,0,0,0
2,for_0_a_1600,512,xdpdrv,0.0.0.255,60,1,0,63,951.469,1.014.174,206.828,7.786,270.456,20.370,0,0,0,0,0,0,0
8,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,0,65,1.704.892,1.029.169,209.570,7.871,274.886,0,0,0,0,0,0,0,0
4,for_0_a_3200,256,xdpdrv,0.0.0.255,60,1,0,63,946.189,1.030.504,209.867,7.979,275.035,0,0,0,0,0,0,0,0
1,for_0_a_0,512,xdpgeneric,0.0.0.255,60,1,0,64,981.893,1.039.793,211.389,7.905,277.512,18.330,0,0,0,0,0,0,0
4,for_0_a_1600,256,xdpgeneric,0.0.0.255,60,1,0,64,980.634,1.002.341,204.372,7.819,267.569,0,0,0,0,0,0,0,0
4,for_0_a_800,1024,xdpdrv,0.0.0.255,60,1,0,64,945.054,1.012.387,206.320,7.642,270.199,0,0,0,0,0,0,0,0
4,for_0_a_1,256,xdpdrv,0.0.0.255,60,1,0,63,942.481,1.012.053,205.889,7.823,270.133,18.619,0,0,0,0,0,0,0
8,for_0_a_200,1500,xdpgeneric,0.0.0.255,60,1,0,63,1.632.814,1.809.395,351.364,8.273,527.679,33.180,0,0,0,0,0,0,0
2,for_0_a_400,1500,xdpdrv,0.0.0.255,60,1,0,65,1.149.838,1.014.466,206.447,8.106,270.701,0,0,0,0,0,0,0,0
2,for_0_a_800,512,xdpdrv,0.0.0.255,60,1,0,64,958.857,1.050.585,212.661,7.358,280.269,18.766,0,0,0,0,0,0,0
8,for_0_a_1,256,xdpdrv,0.0.0.255,60,1,0,66,1.127.169,1.043.338,212.241,7.803,278.491,0,0,0,0,0,0,0,0
2,for_0_a_200,256,xdpgeneric,0.0.0.255,60,1,0,63,954.162,1.000.548,203.642,7.831,266.817,0,0,0,0,0,0,0,0
4,for_0_a_100,1500,xdpdrv,0.0.0.255,60,1,0,63,1.151.558,996.249,203.088,7.886,265.962,0,0,0,0,0,0,0,0
8,for_0_a_1600,256,xdpdrv,0.0.0.255,60,1,0,62,1.513.997,1.007.986,205.503,7.777,269.029,0,0,0,0,0,0,0,0
8,for_0_a_200,64,xdpgeneric,0.0.0.255,60,1,0,64,1.898.174,1.007.053,204.787,8.041,268.630,0,0,0,0,0,0,0,0
1,for_0_a_400,256,xdpdrv,0.0.0.255,60,1,0,64,1.148.813,1.022.476,207.034,7.626,271.647,0,0,0,0,0,0,0,0
8,for_0_a_12800,1500,xdpdrv,0.0.0.255,60,1,0,64,1.571.216,1.023.685,208.008,7.604,273.256,0,0,0,0,0,0,0,0
1,for_0_a_3200,128,xdpgeneric,0.0.0.255,60,1,0,63,954.663,1.006.883,205.093,7.843,268.471,17.699,0,0,0,0,0,0,0
4,for_0_a_800,1500,xdpdrv,0.0.0.255,60,1,0,65,1.539.607,1.026.226,208.674,8.026,273.983,0,0,0,0,0,0,0,0
4,for_0_a_400,256,xdpgeneric,0.0.0.255,60,1,0,65,981.364,1.033.727,210.546,7.393,275.934,17.560,0,0,0,0,0,0,0
8,for_0_a_12800,64,xdpdrv,0.0.0.255,60,1,0,64,1.579.423,1.020.692,207.669,8.165,272.566,0,0,0,0,0,0,0,0
2,for_0_a_800,256,xdpdrv,0.0.0.255,60,1,0,64,936.101,1.024.202,208.590,7.886,273.302,19.551,0,0,0,0,0,0,0
8,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,0,63,1.711.737,1.038.461,211.266,8.089,277.553,0,0,0,0,0,0,0,0
1,for_0_a_100,128,xdpdrv,0.0.0.255,60,1,0,65,943.894,1.035.946,210.661,7.667,276.416,19.177,0,0,0,0,0,0,0
1,for_0_a_1,1500,xdpdrv,0.0.0.255,60,1,0,63,953.609,1.006.278,205.015,8.059,268.013,20.016,0,0,0,0,0,0,0
2,for_0_a_1,256,xdpdrv,0.0.0.255,60,1,0,63,949.239,1.009.958,205.616,7.869,269.301,0,0,0,0,0,0,0,0
4,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,1,0,64,1.004.753,1.023.313,208.549,8.022,272.929,0,0,0,0,0,0,0,0
2,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,0,64,955.719,1.005.329,204.642,7.671,268.453,0,0,0,0,0,0,0,0
1,for_0_a_1,256,xdpdrv,0.0.0.255,60,1,0,64,969.043,1.022.022,207.826,8.073,272.549,27.213,0,0,0,0,0,0,0
4,for_0_a_400,1024,xdpdrv,0.0.0.255,60,1,0,63,1.451.088,1.032.441,210.368,7.991,275.686,0,0,0,0,0,0,0,0
4,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,0,64,990.306,1.017.922,206.931,8.029,271.703,0,0,0,0,0,0,0,0
4,for_0_a_1600,256,xdpdrv,0.0.0.255,60,1,0,62,947.582,1.009.719,205.709,7.866,269.349,0,0,0,0,0,0,0,0
2,for_0_a_12800,1500,xdpdrv,0.0.0.255,60,1,0,62,937.345,997.322,203.046,7.449,265.964,22.230,0,0,0,0,0,0,0
1,for_0_a_12800,64,xdpgeneric,0.0.0.255,60,1,0,64,998.249,1.033.067,210.426,7.861,275.667,0,0,0,0,0,0,0,0
8,for_0_a_6400,512,xdpgeneric,0.0.0.255,60,1,0,63,1.708.231,1.033.685,209.910,7.955,276.484,0,0,0,0,0,0,0,0
8,for_0_a_0,128,xdpgeneric,0.0.0.255,60,1,0,62,2.126.116,996.268,202.831,8.049,265.554,0,0,0,0,0,0,0,0
1,for_0_a_800,1024,xdpgeneric,0.0.0.255,60,1,0,64,945.458,1.007.965,205.183,8.019,269.107,0,0,0,0,0,0,0,0
1,for_0_a_1600,1500,xdpdrv,0.0.0.255,60,1,0,64,957.344,1.016.177,207.058,7.867,271.114,18.653,0,0,0,0,0,0,0
4,for_0_a_0,1500,xdpgeneric,0.0.0.255,60,1,0,64,1.930.022,1.748.540,332.625,8.242,493.099,61.856,0,0,0,0,0,0,0
4,for_0_a_1,512,xdpdrv,0.0.0.255,60,1,0,64,954.234,1.020.647,208.006,7.727,272.191,19.326,0,0,0,0,0,0,0
2,for_0_a_1600,128,xdpgeneric,0.0.0.255,60,1,0,65,969.139,1.029.659,209.381,7.801,275.020,0,0,0,0,0,0,0,0
8,for_0_a_200,512,xdpdrv,0.0.0.255,60,1,0,65,1.294.831,1.023.645,208.709,7.996,273.194,0,0,0,0,0,0,0,0
4,for_0_a_1600,1024,xdpgeneric,0.0.0.255,60,1,0,64,993.520,1.012.615,206.324,7.981,270.168,21.288,0,0,0,0,0,0,0
2,for_0_a_6400,64,xdpgeneric,0.0.0.255,60,1,0,62,960.997,1.016.650,206.662,7.409,271.242,17.448,0,0,0,0,0,0,0
1,for_0_a_0,256,xdpgeneric,0.0.0.255,60,1,0,62,976.249,1.001.229,204.136,8.097,266.917,0,0,0,0,0,0,0,0
2,for_0_a_1,1024,xdpdrv,0.0.0.255,60,1,0,62,950.387,1.002.036,204.092,8.150,267.145,0,0,0,0,0,0,0,0
2,for_0_a_100,128,xdpgeneric,0.0.0.255,60,1,0,64,959.057,1.018.830,207.169,7.719,271.632,0,0,0,0,0,0,0,0
1,for_0_a_100,1024,xdpgeneric,0.0.0.255,60,1,0,63,935.947,1.003.833,204.340,7.615,267.726,0,0,0,0,0,0,0,0
8,for_0_a_12800,1024,xdpdrv,0.0.0.255,60,1,0,65,1.561.942,1.032.634,210.223,8.091,276.271,0,0,0,0,0,0,0,0
2,for_0_a_6400,256,xdpdrv,0.0.0.255,60,1,0,64,945.387,1.014.922,206.532,7.794,270.847,26.790,0,0,0,0,0,0,0
4,for_0_a_800,128,xdpgeneric,0.0.0.255,60,1,0,64,990.045,1.015.182,206.569,7.674,270.662,0,0,0,0,0,0,0,0
8,for_0_a_3200,1024,xdpdrv,0.0.0.255,60,1,0,64,1.613.669,1.035.350,210.764,7.946,276.371,0,0,0,0,0,0,0,0
1,for_0_a_0,1500,xdpdrv,0.0.0.255,60,1,0,65,971.898,1.014.616,206.623,7.951,270.781,19.642,0,0,0,0,0,0,0
4,for_0_a_1,128,xdpdrv,0.0.0.255,60,1,0,63,1.300.171,1.008.433,205.640,7.782,268.878,0,0,0,0,0,0,0,0
1,for_0_a_12800,1500,xdpgeneric,0.0.0.255,60,1,0,63,921.390,1.015.157,206.631,7.289,271.016,24.948,0,0,0,0,0,0,0
